Entity,Code,Day,Total confirmed cases of COVID-19 (Johns Hopkins),Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,142582-annotations
Liechtenstein,LIE,1/28/2020,0,,,
Liechtenstein,LIE,1/29/2020,0,,,
Liechtenstein,LIE,1/30/2020,0,,,
Liechtenstein,LIE,1/31/2020,0,,,
Liechtenstein,LIE,2/1/2020,0,,,
Liechtenstein,LIE,2/2/2020,0,,,
Liechtenstein,LIE,2/3/2020,0,,,
Liechtenstein,LIE,2/4/2020,0,,,
Liechtenstein,LIE,2/5/2020,0,,,
Liechtenstein,LIE,2/6/2020,0,,,
Liechtenstein,LIE,2/7/2020,0,,,
Liechtenstein,LIE,2/8/2020,0,,,
Liechtenstein,LIE,2/9/2020,0,,,
Liechtenstein,LIE,2/10/2020,0,,,
Liechtenstein,LIE,2/11/2020,0,,,
Liechtenstein,LIE,2/12/2020,0,,,
Liechtenstein,LIE,2/13/2020,0,,,
Liechtenstein,LIE,2/14/2020,0,,,
Liechtenstein,LIE,2/15/2020,0,,,
Liechtenstein,LIE,2/16/2020,0,,,
Liechtenstein,LIE,2/17/2020,0,,,
Liechtenstein,LIE,2/18/2020,0,,,
Liechtenstein,LIE,2/19/2020,0,,,
Liechtenstein,LIE,2/20/2020,0,,,
Liechtenstein,LIE,2/21/2020,0,,,
Liechtenstein,LIE,2/22/2020,0,,,
Liechtenstein,LIE,2/23/2020,0,,,
Liechtenstein,LIE,2/24/2020,0,,,
Liechtenstein,LIE,2/25/2020,0,,,
Liechtenstein,LIE,2/26/2020,0,,,
Liechtenstein,LIE,2/27/2020,0,,,
Liechtenstein,LIE,2/28/2020,0,,,
Liechtenstein,LIE,2/29/2020,0,,,
Liechtenstein,LIE,3/1/2020,0,,,
Liechtenstein,LIE,3/2/2020,0,,,
Liechtenstein,LIE,3/3/2020,0,,,
Liechtenstein,LIE,3/4/2020,1,,,
Liechtenstein,LIE,3/5/2020,1,1,1,
Liechtenstein,LIE,3/6/2020,1,1,,
Liechtenstein,LIE,3/7/2020,1,1,,
Liechtenstein,LIE,3/8/2020,1,1,,
Liechtenstein,LIE,3/9/2020,1,1,,
Liechtenstein,LIE,3/10/2020,1,1,,
Liechtenstein,LIE,3/11/2020,1,1,,
Liechtenstein,LIE,3/12/2020,1,1,3,
Liechtenstein,LIE,3/13/2020,1,4,4,
Liechtenstein,LIE,3/14/2020,4,4,4,
Liechtenstein,LIE,3/15/2020,4,4,4,
Liechtenstein,LIE,3/16/2020,4,7,7,
Liechtenstein,LIE,3/17/2020,7,7,7,
Lithuania,LTU,1/22/2020,0,,,
Lithuania,LTU,1/23/2020,0,,,
Lithuania,LTU,1/24/2020,0,,,
Lithuania,LTU,1/25/2020,0,,,
Lithuania,LTU,1/26/2020,0,,,
Lithuania,LTU,1/27/2020,0,,,
Lithuania,LTU,1/28/2020,0,,,
Lithuania,LTU,1/29/2020,0,,,
Lithuania,LTU,1/30/2020,0,,,
Lithuania,LTU,1/31/2020,0,,,
Lithuania,LTU,2/1/2020,0,,,
Lithuania,LTU,2/2/2020,0,,,
Lithuania,LTU,2/3/2020,0,,,
Lithuania,LTU,2/4/2020,0,,,
Lithuania,LTU,2/5/2020,0,,,
Lithuania,LTU,2/6/2020,0,,,
Lithuania,LTU,2/7/2020,0,,,
Lithuania,LTU,2/8/2020,0,,,
Lithuania,LTU,2/9/2020,0,,,
Lithuania,LTU,2/10/2020,0,,,
Lithuania,LTU,2/11/2020,0,,,
Lithuania,LTU,2/12/2020,0,,,
Lithuania,LTU,2/13/2020,0,,,
Lithuania,LTU,2/14/2020,0,,,
Lithuania,LTU,2/15/2020,0,,,
Lithuania,LTU,2/16/2020,0,,,
Lithuania,LTU,2/17/2020,0,,,
Lithuania,LTU,2/18/2020,0,,,
Lithuania,LTU,2/19/2020,0,,,
Lithuania,LTU,2/20/2020,0,,,
Lithuania,LTU,2/21/2020,0,,,
Lithuania,LTU,2/22/2020,0,,,
Lithuania,LTU,2/23/2020,0,,,
Lithuania,LTU,2/24/2020,0,,,
Lithuania,LTU,2/25/2020,0,,,
Lithuania,LTU,2/26/2020,0,,,
Lithuania,LTU,2/27/2020,0,,,
Lithuania,LTU,2/28/2020,1,1,1,
Lithuania,LTU,2/29/2020,1,1,1,
Lithuania,LTU,3/1/2020,1,1,1,
Lithuania,LTU,3/2/2020,1,1,1,
Lithuania,LTU,3/3/2020,1,1,,
Lithuania,LTU,3/4/2020,1,1,,
Lithuania,LTU,3/5/2020,1,1,,
Lithuania,LTU,3/6/2020,1,1,,
Lithuania,LTU,3/7/2020,1,1,,
Lithuania,LTU,3/8/2020,1,1,,
Lithuania,LTU,3/9/2020,1,1,,
Lithuania,LTU,3/10/2020,1,1,,
Lithuania,LTU,3/11/2020,3,1,3,
Lithuania,LTU,3/12/2020,3,3,3,
Lithuania,LTU,3/13/2020,6,3,,
Lithuania,LTU,3/14/2020,8,6,6,
Lithuania,LTU,3/15/2020,12,9,9,
Lithuania,LTU,3/16/2020,17,14,14,
Lithuania,LTU,3/17/2020,25,17,17,
Low income,,1/25/2020,,,1,
Low income,,1/26/2020,,,1,
Low income,,1/27/2020,,,1,
Low income,,1/28/2020,,,1,
Low income,,1/29/2020,,,1,
Low income,,1/30/2020,,,1,
Low income,,1/31/2020,,,1,
Low income,,2/1/2020,,,1,
Low income,,2/2/2020,,,1,
Low income,,2/3/2020,,,1,
Low income,,2/4/2020,,,1,
Low income,,2/5/2020,,,1,
Low income,,2/6/2020,,,1,
Low income,,2/7/2020,,,1,
Low income,,2/8/2020,,,1,
Low income,,2/9/2020,,,1,
Low income,,2/10/2020,,,1,
Low income,,2/11/2020,,,1,
Low income,,2/12/2020,,,1,
Low income,,2/13/2020,,,1,
Low income,,2/14/2020,,,1,
Low income,,2/15/2020,,,1,
Low income,,2/16/2020,,,1,
Low income,,2/17/2020,,,1,
Low income,,2/18/2020,,,1,
Low income,,2/19/2020,,,1,
Low income,,2/20/2020,,,1,
Low income,,2/21/2020,,,1,
Low income,,2/22/2020,,,1,
Low income,,2/23/2020,,,1,
Low income,,2/24/2020,,,1,
Low income,,2/25/2020,,,2,
Low income,,2/26/2020,,,2,
Low income,,2/27/2020,,,2,
Low income,,2/28/2020,,,2,
Low income,,2/29/2020,,,2,
Low income,,3/1/2020,,,2,
Low income,,3/2/2020,,,2,
Low income,,3/3/2020,,,2,
Low income,,3/4/2020,,,2,
Low income,,3/5/2020,,,2,
Low income,,3/6/2020,,,2,
Low income,,3/7/2020,,,3,
Low income,,3/8/2020,,,6,
Low income,,3/9/2020,,,6,
Low income,,3/10/2020,,,6,
Low income,,3/11/2020,,,12,
Low income,,3/12/2020,,,12,
Low income,,3/13/2020,,,12,
Low income,,3/14/2020,,,15,
Low income,,3/15/2020,,,20,
Low income,,3/16/2020,,,34,
Low income,,3/17/2020,,,62,
Lower middle income,,1/24/2020,,,2,
Lower middle income,,1/25/2020,,,2,
Lower middle income,,1/26/2020,,,2,
Lower middle income,,1/27/2020,,,2,
Lower middle income,,1/28/2020,,,3,
Lower middle income,,1/29/2020,,,3,
Lower middle income,,1/30/2020,,,5,
Lower middle income,,1/31/2020,,,8,
Lower middle income,,2/1/2020,,,8,
Lower middle income,,2/2/2020,,,12,
Lower middle income,,2/3/2020,,,13,
Lower middle income,,2/4/2020,,,15,
Lower middle income,,2/5/2020,,,16,
Lower middle income,,2/6/2020,,,17,
Lower middle income,,2/7/2020,,,19,
Lower middle income,,2/8/2020,,,20,
Lower middle income,,2/9/2020,,,21,
Lower middle income,,2/10/2020,,,21,
Lower middle income,,2/11/2020,,,22,
Lower middle income,,2/12/2020,,,22,
Lower middle income,,2/13/2020,,,23,
Lower middle income,,2/14/2020,,,23,
Lower middle income,,2/15/2020,,,24,
Lower middle income,,2/16/2020,,,24,
Lower middle income,,2/17/2020,,,24,
Lower middle income,,2/18/2020,,,24,
Lower middle income,,2/19/2020,,,24,
Lower middle income,,2/20/2020,,,24,
Lower middle income,,2/21/2020,,,24,
Lower middle income,,2/22/2020,,,24,
Lower middle income,,2/23/2020,,,24,
Lower middle income,,2/24/2020,,,24,
Lower middle income,,2/25/2020,,,24,
Lower middle income,,2/26/2020,,,24,
Lower middle income,,2/27/2020,,,26,
Lower middle income,,2/28/2020,,,27,
Lower middle income,,2/29/2020,,,27,
Lower middle income,,3/1/2020,,,29,
Lower middle income,,3/2/2020,,,32,
Lower middle income,,3/3/2020,,,37,
Lower middle income,,3/4/2020,,,40,
Lower middle income,,3/5/2020,,,64,
Lower middle income,,3/6/2020,,,76,
Lower middle income,,3/7/2020,,,106,
Lower middle income,,3/8/2020,,,119,
Lower middle income,,3/9/2020,,,172,
Lower middle income,,3/10/2020,,,229,
Lower middle income,,3/11/2020,,,270,
Lower middle income,,3/12/2020,,,343,
Lower middle income,,3/13/2020,,,392,
Lower middle income,,3/14/2020,,,503,
Lower middle income,,3/15/2020,,,628,
Lower middle income,,3/16/2020,,,741,
Lower middle income,,3/17/2020,,,1013,
Luxembourg,LUX,1/22/2020,0,,,
Luxembourg,LUX,1/23/2020,0,,,
Luxembourg,LUX,1/24/2020,0,,,
Luxembourg,LUX,1/25/2020,0,,,
Luxembourg,LUX,1/26/2020,0,,,
Luxembourg,LUX,1/27/2020,0,,,
Luxembourg,LUX,1/28/2020,0,,,
Luxembourg,LUX,1/29/2020,0,,,
Luxembourg,LUX,1/30/2020,0,,,
Luxembourg,LUX,1/31/2020,0,,,
Luxembourg,LUX,2/1/2020,0,,,
Luxembourg,LUX,2/2/2020,0,,,
Luxembourg,LUX,2/3/2020,0,,,
Luxembourg,LUX,2/4/2020,0,,,
Luxembourg,LUX,2/5/2020,0,,,
Luxembourg,LUX,2/6/2020,0,,,
Luxembourg,LUX,2/7/2020,0,,,
Luxembourg,LUX,2/8/2020,0,,,
Luxembourg,LUX,2/9/2020,0,,,
Luxembourg,LUX,2/10/2020,0,,,
Luxembourg,LUX,2/11/2020,0,,,
Luxembourg,LUX,2/12/2020,0,,,
Luxembourg,LUX,2/13/2020,0,,,
Luxembourg,LUX,2/14/2020,0,,,
Luxembourg,LUX,2/15/2020,0,,,
Luxembourg,LUX,2/16/2020,0,,,
Luxembourg,LUX,2/17/2020,0,,,
Luxembourg,LUX,2/18/2020,0,,,
Luxembourg,LUX,2/19/2020,0,,,
Luxembourg,LUX,2/20/2020,0,,,
Luxembourg,LUX,2/21/2020,0,,,
Luxembourg,LUX,2/22/2020,0,,,
Luxembourg,LUX,2/23/2020,0,,,
Luxembourg,LUX,2/24/2020,0,,,
Luxembourg,LUX,2/25/2020,0,,,
Luxembourg,LUX,2/26/2020,0,,,
Luxembourg,LUX,2/27/2020,0,,,
Luxembourg,LUX,2/28/2020,0,,,
Luxembourg,LUX,2/29/2020,1,,,
Luxembourg,LUX,3/1/2020,1,,1,
Luxembourg,LUX,3/2/2020,1,1,1,
Luxembourg,LUX,3/3/2020,1,1,,
Luxembourg,LUX,3/4/2020,1,1,,
Luxembourg,LUX,3/5/2020,1,1,,
Luxembourg,LUX,3/6/2020,2,1,,
Luxembourg,LUX,3/7/2020,2,2,3,
Luxembourg,LUX,3/8/2020,3,2,,
Luxembourg,LUX,3/9/2020,3,2,5,
Luxembourg,LUX,3/10/2020,5,5,,
Luxembourg,LUX,3/11/2020,7,5,7,
Luxembourg,LUX,3/12/2020,19,17,7,
Luxembourg,LUX,3/13/2020,34,17,26,
Luxembourg,LUX,3/14/2020,51,38,38,
Luxembourg,LUX,3/15/2020,59,38,,
Luxembourg,LUX,3/16/2020,77,38,77,
Luxembourg,LUX,3/17/2020,140,81,81,
Macau,,1/22/2020,1,,,
Macau,,1/23/2020,2,,,
Macau,,1/24/2020,2,,,
Macau,,1/25/2020,2,,,
Macau,,1/26/2020,5,,,
Macau,,1/27/2020,6,,,
Macau,,1/28/2020,7,,,
Macau,,1/29/2020,7,,,
Macau,,1/30/2020,7,,,
Macau,,1/31/2020,7,,,
Macau,,2/1/2020,7,,,
Macau,,2/2/2020,8,,,
Macau,,2/3/2020,8,,,
Macau,,2/4/2020,10,,,
Macau,,2/5/2020,10,,,
Macau,,2/6/2020,10,,,
Macau,,2/7/2020,10,,,
Macau,,2/8/2020,10,,,
Macau,,2/9/2020,10,,,
Macau,,2/10/2020,10,,,
Macau,,2/11/2020,10,,,
Macau,,2/12/2020,10,,,
Macau,,2/13/2020,10,,,
Macau,,2/14/2020,10,,,
Macau,,2/15/2020,10,,,
Macau,,2/16/2020,10,,,
Macau,,2/17/2020,10,,,
Macau,,2/18/2020,10,,,
Macau,,2/19/2020,10,,,
Macau,,2/20/2020,10,,,
Macau,,2/21/2020,10,,,
Macau,,2/22/2020,10,,,
Macau,,2/23/2020,10,,,
Macau,,2/24/2020,10,,,
Macau,,2/25/2020,10,,,
Macau,,2/26/2020,10,,,
Macau,,2/27/2020,10,,,
Macau,,2/28/2020,10,,,
Macau,,2/29/2020,10,,,
Macau,,3/1/2020,10,,,
Macau,,3/2/2020,10,,,
Macau,,3/3/2020,10,,,
Macau,,3/4/2020,10,,,
Macau,,3/5/2020,10,,,
Macau,,3/6/2020,10,,,
Macau,,3/7/2020,10,,,
Macau,,3/8/2020,10,,,
Macau,,3/9/2020,10,,,
Macau,,3/10/2020,10,,,
Macau,,3/11/2020,10,,,
Macau,,3/12/2020,10,,,
Macau,,3/13/2020,10,,,
Macau,,3/14/2020,10,,,
Macau,,3/15/2020,10,,,
Macau,,3/16/2020,11,,,
Macau,,3/17/2020,12,,,
Malaysia,MYS,1/22/2020,0,,,
Malaysia,MYS,1/23/2020,0,,,
Malaysia,MYS,1/24/2020,0,,,
Malaysia,MYS,1/25/2020,3,,3,
Malaysia,MYS,1/26/2020,4,3,4,
Malaysia,MYS,1/27/2020,4,4,4,
Malaysia,MYS,1/28/2020,4,4,4,
Malaysia,MYS,1/29/2020,7,4,7,
Malaysia,MYS,1/30/2020,8,7,7,
Malaysia,MYS,1/31/2020,8,8,8,
Malaysia,MYS,2/1/2020,8,8,8,
Malaysia,MYS,2/2/2020,8,8,8,
Malaysia,MYS,2/3/2020,8,8,8,
Malaysia,MYS,2/4/2020,10,10,8,
Malaysia,MYS,2/5/2020,12,10,10,
Malaysia,MYS,2/6/2020,12,12,12,
Malaysia,MYS,2/7/2020,12,14,14,
Malaysia,MYS,2/8/2020,16,15,15,
Malaysia,MYS,2/9/2020,16,17,16,
Malaysia,MYS,2/10/2020,18,18,18,
Malaysia,MYS,2/11/2020,18,18,18,
Malaysia,MYS,2/12/2020,18,18,18,
Malaysia,MYS,2/13/2020,19,18,18,
Malaysia,MYS,2/14/2020,19,19,19,
Malaysia,MYS,2/15/2020,22,21,21,
Malaysia,MYS,2/16/2020,22,22,22,
Malaysia,MYS,2/17/2020,22,22,22,
Malaysia,MYS,2/18/2020,22,22,22,
Malaysia,MYS,2/19/2020,22,22,22,
Malaysia,MYS,2/20/2020,22,22,22,
Malaysia,MYS,2/21/2020,22,22,22,
Malaysia,MYS,2/22/2020,22,22,22,
Malaysia,MYS,2/23/2020,22,22,22,
Malaysia,MYS,2/24/2020,22,22,22,
Malaysia,MYS,2/25/2020,22,22,22,
Malaysia,MYS,2/26/2020,22,22,22,
Malaysia,MYS,2/27/2020,23,22,22,
Malaysia,MYS,2/28/2020,23,24,23,
Malaysia,MYS,2/29/2020,25,24,25,
Malaysia,MYS,3/1/2020,29,24,25,
Malaysia,MYS,3/2/2020,29,24,29,
Malaysia,MYS,3/3/2020,36,29,,
Malaysia,MYS,3/4/2020,50,50,36,
Malaysia,MYS,3/5/2020,50,50,50,
Malaysia,MYS,3/6/2020,83,55,50,
Malaysia,MYS,3/7/2020,93,83,83,
Malaysia,MYS,3/8/2020,99,93,93,
Malaysia,MYS,3/9/2020,117,93,99,
Malaysia,MYS,3/10/2020,129,117,117,
Malaysia,MYS,3/11/2020,149,129,129,
Malaysia,MYS,3/12/2020,149,129,149,
Malaysia,MYS,3/13/2020,197,129,158,
Malaysia,MYS,3/14/2020,238,197,197,
Malaysia,MYS,3/15/2020,428,238,238,
Malaysia,MYS,3/16/2020,566,553,428,
Malaysia,MYS,3/17/2020,673,553,553,
Maldives,MDV,1/22/2020,0,,,
Maldives,MDV,1/23/2020,0,,,
Maldives,MDV,1/24/2020,0,,,
Maldives,MDV,1/25/2020,0,,,
Maldives,MDV,1/26/2020,0,,,
Maldives,MDV,1/27/2020,0,,,
Maldives,MDV,1/28/2020,0,,,
Maldives,MDV,1/29/2020,0,,,
Maldives,MDV,1/30/2020,0,,,
Maldives,MDV,1/31/2020,0,,,
Maldives,MDV,2/1/2020,0,,,
Maldives,MDV,2/2/2020,0,,,
Maldives,MDV,2/3/2020,0,,,
Maldives,MDV,2/4/2020,0,,,
Maldives,MDV,2/5/2020,0,,,
Maldives,MDV,2/6/2020,0,,,
Maldives,MDV,2/7/2020,0,,,
Maldives,MDV,2/8/2020,0,,,
Maldives,MDV,2/9/2020,0,,,
Maldives,MDV,2/10/2020,0,,,
Maldives,MDV,2/11/2020,0,,,
Maldives,MDV,2/12/2020,0,,,
Maldives,MDV,2/13/2020,0,,,
Maldives,MDV,2/14/2020,0,,,
Maldives,MDV,2/15/2020,0,,,
Maldives,MDV,2/16/2020,0,,,
Maldives,MDV,2/17/2020,0,,,
Maldives,MDV,2/18/2020,0,,,
Maldives,MDV,2/19/2020,0,,,
Maldives,MDV,2/20/2020,0,,,
Maldives,MDV,2/21/2020,0,,,
Maldives,MDV,2/22/2020,0,,,
Maldives,MDV,2/23/2020,0,,,
Maldives,MDV,2/24/2020,0,,,
Maldives,MDV,2/25/2020,0,,,
Maldives,MDV,2/26/2020,0,,,
Maldives,MDV,2/27/2020,0,,,
Maldives,MDV,2/28/2020,0,,,
Maldives,MDV,2/29/2020,0,,,
Maldives,MDV,3/1/2020,0,,,
Maldives,MDV,3/2/2020,0,,,
Maldives,MDV,3/3/2020,0,,,
Maldives,MDV,3/4/2020,0,,,
Maldives,MDV,3/5/2020,0,,,
Maldives,MDV,3/6/2020,0,,,
Maldives,MDV,3/7/2020,0,,,
Maldives,MDV,3/8/2020,4,2,2,
Maldives,MDV,3/9/2020,4,4,4,
Maldives,MDV,3/10/2020,6,4,,
Maldives,MDV,3/11/2020,8,8,6,
Maldives,MDV,3/12/2020,8,8,8,
Maldives,MDV,3/13/2020,9,8,,
Maldives,MDV,3/14/2020,10,9,9,
Maldives,MDV,3/15/2020,13,10,9,
Maldives,MDV,3/16/2020,13,13,13,
Maldives,MDV,3/17/2020,13,13,13,
Malta,MLT,1/22/2020,0,,,
Malta,MLT,1/23/2020,0,,,
Malta,MLT,1/24/2020,0,,,
Malta,MLT,1/25/2020,0,,,
Malta,MLT,1/26/2020,0,,,
Malta,MLT,1/27/2020,0,,,
Malta,MLT,1/28/2020,0,,,
Malta,MLT,1/29/2020,0,,,
Malta,MLT,1/30/2020,0,,,
Malta,MLT,1/31/2020,0,,,
Malta,MLT,2/1/2020,0,,,
Malta,MLT,2/2/2020,0,,,
Malta,MLT,2/3/2020,0,,,
Malta,MLT,2/4/2020,0,,,
Malta,MLT,2/5/2020,0,,,
Malta,MLT,2/6/2020,0,,,
Malta,MLT,2/7/2020,0,,,
Malta,MLT,2/8/2020,0,,,
Malta,MLT,2/9/2020,0,,,
Malta,MLT,2/10/2020,0,,,
Malta,MLT,2/11/2020,0,,,
Malta,MLT,2/12/2020,0,,,
Malta,MLT,2/13/2020,0,,,
Malta,MLT,2/14/2020,0,,,
Malta,MLT,2/15/2020,0,,,
Malta,MLT,2/16/2020,0,,,
Malta,MLT,2/17/2020,0,,,
Malta,MLT,2/18/2020,0,,,
Malta,MLT,2/19/2020,0,,,
Malta,MLT,2/20/2020,0,,,
Malta,MLT,2/21/2020,0,,,
Malta,MLT,2/22/2020,0,,,
Malta,MLT,2/23/2020,0,,,
Malta,MLT,2/24/2020,0,,,
Malta,MLT,2/25/2020,0,,,
Malta,MLT,2/26/2020,0,,,
Malta,MLT,2/27/2020,0,,,
Malta,MLT,2/28/2020,0,,,
Malta,MLT,2/29/2020,0,,,
Malta,MLT,3/1/2020,0,,,
Malta,MLT,3/2/2020,0,,,
Malta,MLT,3/3/2020,0,,,
Malta,MLT,3/4/2020,0,,,
Malta,MLT,3/5/2020,0,,,
Malta,MLT,3/6/2020,0,,,
Malta,MLT,3/7/2020,3,,1,
Malta,MLT,3/8/2020,3,3,3,
Malta,MLT,3/9/2020,3,3,3,
Malta,MLT,3/10/2020,5,4,5,
Malta,MLT,3/11/2020,6,4,6,
Malta,MLT,3/12/2020,6,6,7,
Malta,MLT,3/13/2020,12,9,8,
Malta,MLT,3/14/2020,18,12,18,
Malta,MLT,3/15/2020,21,12,19,
Malta,MLT,3/16/2020,30,21,30,
Malta,MLT,3/17/2020,38,30,38,
Martinique,MTQ,1/22/2020,0,,,
Martinique,MTQ,1/23/2020,0,,,
Martinique,MTQ,1/24/2020,0,,,
Martinique,MTQ,1/25/2020,0,,,
Martinique,MTQ,1/26/2020,0,,,
Martinique,MTQ,1/27/2020,0,,,
Martinique,MTQ,1/28/2020,0,,,
Martinique,MTQ,1/29/2020,0,,,
Martinique,MTQ,1/30/2020,0,,,
Martinique,MTQ,1/31/2020,0,,,
Martinique,MTQ,2/1/2020,0,,,
Martinique,MTQ,2/2/2020,0,,,
Martinique,MTQ,2/3/2020,0,,,
Martinique,MTQ,2/4/2020,0,,,
Martinique,MTQ,2/5/2020,0,,,
Martinique,MTQ,2/6/2020,0,,,
Martinique,MTQ,2/7/2020,0,,,
Martinique,MTQ,2/8/2020,0,,,
Martinique,MTQ,2/9/2020,0,,,
Martinique,MTQ,2/10/2020,0,,,
Martinique,MTQ,2/11/2020,0,,,
Martinique,MTQ,2/12/2020,0,,,
Martinique,MTQ,2/13/2020,0,,,
Martinique,MTQ,2/14/2020,0,,,
Martinique,MTQ,2/15/2020,0,,,
Martinique,MTQ,2/16/2020,0,,,
Martinique,MTQ,2/17/2020,0,,,
Martinique,MTQ,2/18/2020,0,,,
Martinique,MTQ,2/19/2020,0,,,
Martinique,MTQ,2/20/2020,0,,,
Martinique,MTQ,2/21/2020,0,,,
Martinique,MTQ,2/22/2020,0,,,
Martinique,MTQ,2/23/2020,0,,,
Martinique,MTQ,2/24/2020,0,,,
Martinique,MTQ,2/25/2020,0,,,
Martinique,MTQ,2/26/2020,0,,,
Martinique,MTQ,2/27/2020,0,,,
Martinique,MTQ,2/28/2020,0,,,
Martinique,MTQ,2/29/2020,0,,,
Martinique,MTQ,3/1/2020,0,,,
Martinique,MTQ,3/2/2020,0,,,
Martinique,MTQ,3/3/2020,0,,,
Martinique,MTQ,3/4/2020,0,,,
Martinique,MTQ,3/5/2020,0,,,
Martinique,MTQ,3/6/2020,0,,,
Martinique,MTQ,3/7/2020,2,,,
Martinique,MTQ,3/8/2020,2,2,,
Martinique,MTQ,3/9/2020,2,2,,
Martinique,MTQ,3/10/2020,2,2,,
Martinique,MTQ,3/11/2020,3,3,,
Martinique,MTQ,3/12/2020,3,3,,
Martinique,MTQ,3/13/2020,3,4,,
Martinique,MTQ,3/14/2020,9,6,,
Martinique,MTQ,3/15/2020,9,10,,
Martinique,MTQ,3/16/2020,15,15,,
Martinique,MTQ,3/17/2020,16,16,,
Mauritania,MRT,1/22/2020,0,,,
Mauritania,MRT,1/23/2020,0,,,
Mauritania,MRT,1/24/2020,0,,,
Mauritania,MRT,1/25/2020,0,,,
Mauritania,MRT,1/26/2020,0,,,
Mauritania,MRT,1/27/2020,0,,,
Mauritania,MRT,1/28/2020,0,,,
Mauritania,MRT,1/29/2020,0,,,
Mauritania,MRT,1/30/2020,0,,,
Mauritania,MRT,1/31/2020,0,,,
Mauritania,MRT,2/1/2020,0,,,
Mauritania,MRT,2/2/2020,0,,,
Mauritania,MRT,2/3/2020,0,,,
Mauritania,MRT,2/4/2020,0,,,
Mauritania,MRT,2/5/2020,0,,,
Mauritania,MRT,2/6/2020,0,,,
Mauritania,MRT,2/7/2020,0,,,
Mauritania,MRT,2/8/2020,0,,,
Mauritania,MRT,2/9/2020,0,,,
Mauritania,MRT,2/10/2020,0,,,
Mauritania,MRT,2/11/2020,0,,,
Mauritania,MRT,2/12/2020,0,,,
Mauritania,MRT,2/13/2020,0,,,
Mauritania,MRT,2/14/2020,0,,,
Mauritania,MRT,2/15/2020,0,,,
Mauritania,MRT,2/16/2020,0,,,
Mauritania,MRT,2/17/2020,0,,,
Mauritania,MRT,2/18/2020,0,,,
Mauritania,MRT,2/19/2020,0,,,
Mauritania,MRT,2/20/2020,0,,,
Mauritania,MRT,2/21/2020,0,,,
Mauritania,MRT,2/22/2020,0,,,
Mauritania,MRT,2/23/2020,0,,,
Mauritania,MRT,2/24/2020,0,,,
Mauritania,MRT,2/25/2020,0,,,
Mauritania,MRT,2/26/2020,0,,,
Mauritania,MRT,2/27/2020,0,,,
Mauritania,MRT,2/28/2020,0,,,
Mauritania,MRT,2/29/2020,0,,,
Mauritania,MRT,3/1/2020,0,,,
Mauritania,MRT,3/2/2020,0,,,
Mauritania,MRT,3/3/2020,0,,,
Mauritania,MRT,3/4/2020,0,,,
Mauritania,MRT,3/5/2020,0,,,
Mauritania,MRT,3/6/2020,0,,,
Mauritania,MRT,3/7/2020,0,,,
Mauritania,MRT,3/8/2020,0,,,
Mauritania,MRT,3/9/2020,0,,,
Mauritania,MRT,3/10/2020,0,,,
Mauritania,MRT,3/11/2020,0,,,
Mauritania,MRT,3/12/2020,0,,,
Mauritania,MRT,3/13/2020,0,,,
Mauritania,MRT,3/14/2020,1,,,
Mauritania,MRT,3/15/2020,1,1,1,
Mauritania,MRT,3/16/2020,1,1,1,
Mauritania,MRT,3/17/2020,1,1,1,
Mauritius,MUS,1/22/2020,0,,,
Mauritius,MUS,1/23/2020,0,,,
Mauritius,MUS,1/24/2020,0,,,
Mauritius,MUS,1/25/2020,0,,,
Mauritius,MUS,1/26/2020,0,,,
Mauritius,MUS,1/27/2020,0,,,
Mauritius,MUS,1/28/2020,0,,,
Mauritius,MUS,1/29/2020,0,,,
Mauritius,MUS,1/30/2020,0,,,
Mauritius,MUS,1/31/2020,0,,,
Mauritius,MUS,2/1/2020,0,,,
Mauritius,MUS,2/2/2020,0,,,
Mauritius,MUS,2/3/2020,0,,,
Mauritius,MUS,2/4/2020,0,,,
Mauritius,MUS,2/5/2020,0,,,
Mauritius,MUS,2/6/2020,0,,,
Mauritius,MUS,2/7/2020,0,,,
Mauritius,MUS,2/8/2020,0,,,
Mauritius,MUS,2/9/2020,0,,,
Mauritius,MUS,2/10/2020,0,,,
Mauritius,MUS,2/11/2020,0,,,
Mauritius,MUS,2/12/2020,0,,,
Mauritius,MUS,2/13/2020,0,,,
Mauritius,MUS,2/14/2020,0,,,
Mauritius,MUS,2/15/2020,0,,,
Mauritius,MUS,2/16/2020,0,,,
Mauritius,MUS,2/17/2020,0,,,
Mauritius,MUS,2/18/2020,0,,,
Mauritius,MUS,2/19/2020,0,,,
Mauritius,MUS,2/20/2020,0,,,
Mauritius,MUS,2/21/2020,0,,,
Mauritius,MUS,2/22/2020,0,,,
Mauritius,MUS,2/23/2020,0,,,
Mauritius,MUS,2/24/2020,0,,,
Mauritius,MUS,2/25/2020,0,,,
Mauritius,MUS,2/26/2020,0,,,
Mauritius,MUS,2/27/2020,0,,,
Mauritius,MUS,2/28/2020,0,,,
Mauritius,MUS,2/29/2020,0,,,
Mauritius,MUS,3/1/2020,0,,,
Mauritius,MUS,3/2/2020,0,,,
Mauritius,MUS,3/3/2020,0,,,
Mauritius,MUS,3/4/2020,0,,,
Mauritius,MUS,3/5/2020,0,,,
Mauritius,MUS,3/6/2020,0,,,
Mauritius,MUS,3/7/2020,0,,,
Mauritius,MUS,3/8/2020,0,,,
